date,monthly_return
1995-02-01,0.03607414807259257
1995-03-01,0.027329195113380722
1995-04-01,0.027960357804911462
1995-05-01,0.03631171269946476
1995-06-01,0.021278543431649366
1995-07-01,0.03177603957520647
1995-08-01,-0.0003202374774278205
1995-09-01,0.04009747288732535
1995-10-01,-0.004979335189770229
1995-11-01,0.04104900278106194
1995-12-01,0.01744387340596476
1996-01-01,0.03261738686923121
1996-02-01,0.006933701784703983
1996-03-01,0.007916567590839696
1996-04-01,0.01343142201418468
1996-05-01,0.022853405991703157
1996-06-01,0.0022567099722681228
1996-07-01,-0.045748016719207696
1996-08-01,0.01881393514756069
1996-09-01,0.05420332732833044
1996-10-01,0.026101002422918018
1996-11-01,0.07337615178140577
1996-12-01,-0.021505414489508046
1997-01-01,0.061317039054128886
1997-02-01,0.0059275902346540565
1997-03-01,-0.04261401064074877
1997-04-01,0.05840557906734034
1997-05-01,0.05857688480332501
1997-06-01,0.043452614795275846
1997-07-01,0.07814580943742477
1997-08-01,-0.057465631708528364
1997-09-01,0.053153590615567126
1997-10-01,-0.03447769737522033
1997-11-01,0.04458685521263939
1997-12-01,0.01573159710869443
1998-01-01,0.010150177442407982
1998-02-01,0.07044919253631243
1998-03-01,0.049945714341220526
1998-04-01,0.009076469253460395
1998-05-01,-0.018826223261468433
1998-06-01,0.03943824063504042
1998-07-01,-0.011615326917385427
1998-08-01,-0.14579671825011387
1998-09-01,0.06239551504341101
1998-10-01,0.08029422856762891
1998-11-01,0.05912599628568138
1998-12-01,0.056375287084956094
1999-01-01,0.04100944085374847
1999-02-01,-0.032282562377591306
1999-03-01,0.0387942154089167
1999-04-01,0.03794402759627746
1999-05-01,-0.024970480796175143
1999-06-01,0.054438331114324834
1999-07-01,-0.032046092391091685
1999-08-01,-0.006254091687235008
1999-09-01,-0.028551792448024638
1999-10-01,0.0625395414523846
1999-11-01,0.019061858969220413
1999-12-01,0.05784389473992291
2000-01-01,-0.05090354879190062
2000-02-01,-0.020108083256356934
2000-03-01,0.09671982835364812
2000-04-01,-0.030795755780191336
2000-05-01,-0.021915050603417807
2000-06-01,0.023933549615877237
2000-07-01,-0.016341275904170893
2000-08-01,0.06069910494167097
2000-09-01,-0.053482974719764265
2000-10-01,-0.00494948542177065
2000-11-01,-0.08006861010730892
2000-12-01,0.004053445623728669
2001-01-01,0.03463657667616449
2001-02-01,-0.09229073539585964
2001-03-01,-0.06420471080339152
2001-04-01,0.07681436165439459
2001-05-01,0.005090187401275648
2001-06-01,-0.02503538942756467
2001-07-01,-0.010740149595403703
2001-08-01,-0.06410840688075747
2001-09-01,-0.08172340570563885
2001-10-01,0.018099111333141016
2001-11-01,0.0751759041240454
2001-12-01,0.0075738340889277556
2002-01-01,-0.015573832456979853
2002-02-01,-0.020766211039727644
2002-03-01,0.03673889286207466
2002-04-01,-0.061417625919219065
2002-05-01,-0.009081481352177012
2002-06-01,-0.0724553538081798
2002-07-01,-0.07900427514940767
2002-08-01,0.004881433306494376
2002-09-01,-0.11002431825242787
2002-10-01,0.08644880033371405
2002-11-01,0.05706962070498589
2002-12-01,-0.06033257188502883
2003-01-01,-0.02741469268304464
2003-02-01,-0.01700360825687175
2003-03-01,0.008357567684332823
2003-04-01,0.0810441071800323
2003-05-01,0.050898709609522585
2003-06-01,0.011322214676852127
2003-07-01,0.016223701958536507
2003-08-01,0.017873203593487874
2003-09-01,-0.011944364585525724
2003-10-01,0.05496148663571665
2003-11-01,0.0071285040713728876
2003-12-01,0.05076554077889206
2004-01-01,0.017276386950755285
2004-02-01,0.01220897373761054
2004-03-01,-0.01635891961786684
2004-04-01,-0.016790751960348183
2004-05-01,0.01208345009735412
2004-06-01,0.017988998771432563
2004-07-01,-0.034290519520026264
2004-08-01,0.0022873503233691306
2004-09-01,0.009363875526838816
2004-10-01,0.014014243690939843
2004-11-01,0.03859493629597055
2004-12-01,0.03245821284320516
2005-01-01,-0.025290467442294018
2005-02-01,0.018903346132113308
2005-03-01,-0.01911765556028966
2005-04-01,-0.020108582083263493
2005-05-01,0.02995204663120865
2005-06-01,-0.00014271417986777557
2005-07-01,0.03596828690361842
2005-08-01,-0.011222104598600069
2005-09-01,0.00694902431673361
2005-10-01,-0.01774077993231349
2005-11-01,0.035186096519093324
2005-12-01,-0.0009523493171964548
2006-01-01,0.025466771341108085
2006-02-01,0.0004531577283561905
2006-03-01,0.011095810408889628
2006-04-01,0.01215565291784415
2006-05-01,-0.030916916538203165
2006-06-01,8.659650459597046e-05
2006-07-01,0.0050858788034533475
2006-08-01,0.02127419311502643
2006-09-01,0.024566297967782313
2006-10-01,0.03150800358539563
2006-11-01,0.016466656343095964
2006-12-01,0.012615782814670462
2007-01-01,0.014059043023177953
2007-02-01,-0.021846175991944383
2007-03-01,0.009979982939206433
2007-04-01,0.043290690426759815
2007-05-01,0.032549228707361655
2007-06-01,-0.01781632254788501
2007-07-01,-0.03198187836198829
2007-08-01,0.012863572018857905
2007-09-01,0.03579400817860079
2007-10-01,0.014822338223554832
2007-11-01,-0.04404341737941575
2007-12-01,-0.008628508561297932
2008-01-01,-0.06116343227776988
2008-02-01,-0.03476119273728817
2008-03-01,-0.005959623397817415
2008-04-01,0.047546697641229096
2008-05-01,0.01067418170406853
2008-06-01,-0.08596238482631446
2008-07-01,-0.009859371185302779
2008-08-01,0.012190464669121548
2008-09-01,-0.09079143354379215
2008-10-01,-0.16942452401777075
2008-11-01,-0.0748490423387097
2008-12-01,0.007821576633499472
2009-01-01,-0.08565734305805428
2009-02-01,-0.10993119762019943
